;brouette;;;;;;;brouette (1);;;;;;;brouette (2);;;;;;;brouette (3);;;;;;;brouette (4);;;;;;;brouette (5);;;;;;;brouette (6);;;;;;;Cibles non appariées - Cible 1;;;;Cibles non appariées - Cible 2;;;;Cibles non appariées - Cible 3;;;;Cibles non appariées - Cible 4;;;;Cibles non appariées - Cible 5;;;;Cibles non appariées - Cible 6;;;
1,758000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,280815;-33,466415;2436,101074;1;-63,001923;-22,268574;2433,235840;1;-97,431656;-4,102852;2436,103027;1;-89,247246;-4,193893;2493,475342;1;-84,864883;-3,993889;2379,704834;1;-76,585556;-4,080269;2434,421631;1
1,793000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,270561;-33,466423;2436,076660;1;-62,998756;-22,269331;2433,263916;1;-97,435379;-4,105902;2436,098389;1;-89,247803;-4,195157;2493,493408;1;-84,866096;-3,992193;2379,689453;1;-76,583549;-4,076719;2434,427490;1
1,827000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,275444;-33,468899;2436,092773;1;-62,999100;-22,269554;2433,267822;1;-97,433701;-4,107608;2436,096924;1;-89,244919;-4,194234;2493,500000;1;-84,869629;-4,001089;2379,711182;1;-76,585899;-4,083213;2434,458008;1
1,862000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,271545;-33,469223;2436,070313;1;-62,997429;-22,272421;2433,273682;1;-89,251404;-4,187825;2493,471436;1;-97,435432;-4,104465;2436,101074;1;-76,591545;-4,079630;2434,426758;1;-84,870476;-4,000632;2379,711426;1
1,896000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,275993;-33,465523;2436,083740;1;-63,006001;-22,263809;2433,329590;1;-89,248581;-4,196164;2493,528320;1;-97,437691;-4,108894;2436,121582;1;-76,578163;-4,082753;2434,432861;1;-84,862312;-4,000055;2379,684814;1
1,931000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,264786;-33,464420;2436,100098;1;-62,997776;-22,272068;2433,271729;1;-89,249527;-4,193008;2493,519287;1;-97,440140;-4,109588;2436,102051;1;-76,586258;-4,081289;2434,457520;1;-84,871872;-4,002314;2379,697998;1
1,965000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,282265;-33,467243;2436,097900;1;-62,998276;-22,265553;2433,259033;1;-97,436447;-4,104950;2436,113525;1;-89,251289;-4,191268;2493,492432;1;-84,866386;-3,997029;2379,700928;1;-76,586273;-4,078821;2434,423340;1
2,000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279770;-33,464779;2436,098877;1;-63,001163;-22,270512;2433,257080;1;-97,439728;-4,115692;2436,119141;1;-89,252975;-4,199637;2493,509766;1;-84,869926;-4,002012;2379,708008;1;-76,588203;-4,081356;2434,441650;1
2,034000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,283539;-33,468601;2436,087646;1;-62,996777;-22,278015;2433,309082;1;-97,440277;-4,109311;2436,100342;1;-89,250481;-4,198416;2493,511719;1;-84,867210;-4,002207;2379,674805;1;-76,582382;-4,086737;2434,427734;1
2,069000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,275291;-33,468769;2436,132080;1;-63,002811;-22,275171;2433,291748;1;-97,444214;-4,116680;2436,102539;1;-89,248421;-4,197896;2493,556885;1;-84,868279;-4,005779;2379,664551;1;-76,577362;-4,082517;2434,457764;1
2,103000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276253;-33,470554;2436,090088;1;-63,000202;-22,277002;2433,282959;1;-89,253685;-4,203110;2493,526855;1;-97,446877;-4,120909;2436,090576;1;-76,583961;-4,082318;2434,435303;1;-84,872238;-4,004739;2379,658936;1
2,138000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,280731;-33,474953;2436,132324;1;-63,004150;-22,274626;2433,286377;1;-89,246696;-4,203054;2493,479492;1;-97,432632;-4,112318;2436,096191;1;-76,582947;-4,092143;2434,416016;1;-84,863831;-4,006001;2379,689209;1
2,172000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,274033;-33,471725;2436,053711;1;-63,000191;-22,271116;2433,323242;1;-89,251862;-4,196259;2493,511719;1;-97,440063;-4,106125;2436,111084;1;-76,584953;-4,085207;2434,433350;1;-84,868164;-3,999658;2379,690674;1
2,207000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,284523;-33,466049;2436,136963;1;-62,990856;-22,278336;2433,305664;1;-97,437271;-4,116146;2436,124756;1;-89,252892;-4,198142;2493,498535;1;-84,865860;-4,007673;2379,705811;1;-76,586517;-4,085231;2434,423096;1
2,241000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,280502;-33,466278;2436,114502;1;-63,003613;-22,276730;2433,308838;1;-97,437836;-4,111902;2436,157471;1;-89,252823;-4,202768;2493,536621;1;-84,859406;-4,003923;2379,706299;1;-76,579376;-4,090153;2434,427246;1
2,276000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279900;-33,476543;2436,067139;1;-62,999958;-22,276140;2433,271484;1;-97,435638;-4,107487;2436,068848;1;-89,246620;-4,199616;2493,473633;1;-84,872955;-3,999944;2379,690430;1;-76,588989;-4,087419;2434,438721;1
2,310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,280197;-33,468124;2436,089600;1;-63,001854;-22,276752;2433,319824;1;-97,445435;-4,111016;2436,124512;1;-89,257301;-4,197869;2493,525879;1;-84,869507;-4,001664;2379,686035;1;-76,586327;-4,083943;2434,428711;1
2,345000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,278908;-33,470440;2436,096191;1;-63,000591;-22,271929;2433,268311;1;-89,243210;-4,194215;2493,495850;1;-97,437508;-4,109781;2436,054199;1;-76,587852;-4,082247;2434,470703;1;-84,877136;-4,002286;2379,686523;1
2,379000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,272614;-33,471077;2436,066650;1;-62,997963;-22,277594;2433,282471;1;-89,246971;-4,192455;2493,505127;1;-97,436729;-4,107119;2436,094482;1;-76,582054;-4,084670;2434,435547;1;-84,866821;-4,003733;2379,682861;1
2,414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,270241;-33,465946;2436,086426;1;-62,994415;-22,276093;2433,299316;1;-89,252472;-4,198246;2493,501709;1;-97,437454;-4,115212;2436,123779;1;-76,581886;-4,082306;2434,406494;1;-84,861855;-4,003803;2379,686279;1
2,448000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,269653;-33,470421;2436,091553;1;-62,998470;-22,272644;2433,329834;1;-97,450218;-4,103427;2436,122803;1;-89,257805;-4,192184;2493,554932;1;-84,866180;-3,998282;2379,648682;1;-76,578621;-4,082515;2434,418945;1
2,483000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,274361;-33,470005;2436,099854;1;-62,996403;-22,279877;2433,286621;1;-97,443108;-4,107642;2436,094971;1;-89,254601;-4,194039;2493,498047;1;-84,870163;-4,004174;2379,670654;1;-76,586632;-4,086144;2434,415283;1
2,517000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,270012;-33,470295;2436,112793;1;-62,995796;-22,272993;2433,295410;1;-97,438675;-4,108259;2436,104004;1;-89,248833;-4,197179;2493,515869;1;-84,872719;-4,002796;2379,710205;1;-76,587891;-4,087183;2434,464844;1
2,552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,270660;-33,468979;2436,072510;1;-62,995365;-22,275507;2433,292969;1;-97,439323;-4,110835;2436,117676;1;-89,250397;-4,197734;2493,523438;1;-84,869530;-4,000264;2379,706543;1;-76,585602;-4,082562;2434,454590;1
2,586000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276741;-33,472858;2436,117920;1;-62,994865;-22,272429;2433,272705;1;-89,254189;-4,196358;2493,496094;1;-97,436325;-4,108155;2436,137939;1;-76,587143;-4,080153;2434,417480;1;-84,864212;-3,996604;2379,715332;1
2,621000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279427;-33,460896;2436,109863;1;-62,988129;-22,273195;2433,264648;1;-89,246758;-4,192872;2493,494629;1;-97,436180;-4,107544;2436,086670;1;-76,583412;-4,086668;2434,432617;1;-84,867828;-4,005704;2379,682129;1
2,655000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,274902;-33,466717;2436,077393;1;-63,001854;-22,275650;2433,304688;1;-89,250679;-4,192512;2493,510742;1;-97,435768;-4,105633;2436,132080;1;-76,578934;-4,083056;2434,409668;1;-84,859016;-4,000650;2379,688965;1
2,689000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276794;-33,469212;2436,083984;1;-63,000237;-22,275347;2433,320068;1;-97,437561;-4,106983;2436,118408;1;-89,249840;-4,188663;2493,515625;1;-84,868393;-4,005987;2379,709961;1;-76,585686;-4,083409;2434,449707;1
2,724000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,271057;-33,463806;2436,064941;1;-63,001892;-22,271288;2433,290771;1;-97,443863;-4,112124;2436,122803;1;-89,253426;-4,196695;2493,540039;1;-84,870071;-4,002615;2379,693848;1;-76,584587;-4,082663;2434,452148;1
2,758000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276550;-33,470371;2436,092773;1;-62,990429;-22,279114;2433,254395;1;-97,437599;-4,109904;2436,062988;1;-89,245415;-4,191779;2493,489990;1;-84,868301;-4,004135;2379,655029;1;-76,581085;-4,081635;2434,423584;1
2,793000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279900;-33,467140;2436,087646;1;-62,999077;-22,275677;2433,312500;1;-97,443428;-4,109667;2436,121582;1;-89,254448;-4,197983;2493,528320;1;-84,864563;-3,999383;2379,669922;1;-76,580521;-4,083069;2434,417236;1
2,827000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,269836;-33,461712;2436,082031;1;-62,998653;-22,273607;2433,314453;1;-89,251213;-4,190208;2493,522705;1;-97,441353;-4,107129;2436,108154;1;-76,582382;-4,079257;2434,435059;1;-84,867569;-4,000597;2379,679443;1
2,862000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,269646;-33,465443;2436,068115;1;-63,000599;-22,273787;2433,303467;1;-89,250031;-4,200757;2493,510742;1;-97,439926;-4,114936;2436,098633;1;-76,587799;-4,084813;2434,454102;1;-84,872688;-4,003586;2379,699463;1
2,896000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,283257;-33,471630;2436,102539;1;-62,998951;-22,273087;2433,300781;1;-89,248428;-4,195918;2493,520752;1;-97,439812;-4,105576;2436,098389;1;-76,586433;-4,087590;2434,464844;1;-84,872826;-4,001777;2379,700195;1
2,931000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,277618;-33,464428;2436,097412;1;-62,998241;-22,274172;2433,288818;1;-97,448296;-4,106949;2436,115479;1;-89,259705;-4,192176;2493,520264;1;-84,874771;-3,998262;2379,688477;1;-76,591148;-4,078969;2434,434814;1
2,965000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,271629;-33,469093;2436,098145;1;-63,009453;-22,268633;2433,365723;1;-97,439415;-4,111957;2436,097900;1;-89,251434;-4,196700;2493,496582;1;-84,867950;-4,001592;2379,679688;1;-76,584969;-4,081789;2434,420654;1
3,000000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,272736;-33,462948;2436,079102;1;-63,007656;-22,273140;2433,338135;1;-97,440331;-4,109767;2436,120850;1;-89,254669;-4,192245;2493,504150;1;-84,864510;-4,001750;2379,682617;1;-76,583839;-4,079788;2434,407959;1
3,034000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279640;-33,473999;2436,107910;1;-63,004765;-22,270432;2433,301758;1;-97,439011;-4,099135;2436,098145;1;-89,251213;-4,190510;2493,495361;1;-84,871407;-4,000778;2379,697021;1;-76,588646;-4,087726;2434,437500;1
3,069000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,277863;-33,468887;2436,105957;1;-62,995956;-22,273699;2433,290527;1;-89,251175;-4,197777;2493,494629;1;-97,439110;-4,106500;2436,096436;1;-76,586456;-4,082458;2434,426758;1;-84,869385;-3,995888;2379,685791;1
3,103000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279587;-33,471165;2436,125000;1;-63,002071;-22,275917;2433,318359;1;-89,254364;-4,192017;2493,553711;1;-97,443245;-4,108822;2436,146973;1;-76,586723;-4,083400;2434,471191;1;-84,870628;-4,004574;2379,722656;1
3,138000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,284439;-33,465755;2436,119141;1;-62,997807;-22,269543;2433,277588;1;-89,255829;-4,191662;2493,535400;1;-97,443459;-4,103539;2436,137695;1;-76,585945;-4,090301;2434,443115;1;-84,868599;-4,006497;2379,703613;1
3,172000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,271233;-33,468445;2436,083252;1;-62,999844;-22,269533;2433,309814;1;-97,437195;-4,107692;2436,104248;1;-89,251167;-4,191257;2493,489014;1;-84,868431;-4,006783;2379,697754;1;-76,587448;-4,086048;2434,426025;1
3,207000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,279579;-33,463966;2436,112793;1;-63,001232;-22,272038;2433,329590;1;-97,439064;-4,111794;2436,076172;1;-89,249550;-4,197765;2493,485107;1;-84,876640;-4,009585;2379,698975;1;-76,592171;-4,091170;2434,451416;1
3,241000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276115;-33,463268;2436,088379;1;-63,000641;-22,267416;2433,285645;1;-97,441353;-4,108924;2436,101807;1;-89,251831;-4,191520;2493,511719;1;-84,875221;-4,001835;2379,707520;1;-76,590721;-4,080011;2434,460205;1
3,276000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276291;-33,458614;2436,097168;1;-62,999634;-22,272451;2433,323242;1;-97,438133;-4,112620;2436,089844;1;-89,247993;-4,197658;2493,503418;1;-84,870712;-4,005321;2379,689697;1;-76,585579;-4,085876;2434,445557;1
3,310000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,271049;-33,464531;2436,079834;1;-62,999462;-22,269024;2433,321533;1;-89,254395;-4,197463;2493,539307;1;-97,442017;-4,108543;2436,141846;1;-76,587303;-4,084268;2434,459717;1;-84,869926;-3,999953;2379,719971;1
3,345000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,277924;-33,466911;2436,069336;1;-63,000256;-22,271435;2433,306641;1;-89,253090;-4,192678;2493,495605;1;-97,440147;-4,101962;2436,103271;1;-76,588524;-4,082990;2434,428711;1;-84,870552;-3,996840;2379,693359;1
3,379000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,276360;-33,472519;2436,116699;1;-63,003239;-22,271385;2433,320313;1;-89,257912;-4,189799;2493,524414;1;-97,444084;-4,106179;2436,136719;1;-76,591278;-4,082267;2434,447754;1;-84,872437;-4,003001;2379,717285;1
3,414000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,275246;-33,468468;2436,077881;1;-63,001591;-22,271326;2433,274414;1;-97,442070;-4,112352;2436,128174;1;-89,253616;-4,196533;2493,531250;1;-84,868103;-4,004522;2379,698242;1;-76,584618;-4,084228;2434,442871;1
3,448000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,273102;-33,461582;2436,085693;1;-62,998356;-22,270540;2433,335205;1;-97,441193;-4,108752;2436,119873;1;-89,254669;-4,199379;2493,509033;1;-84,872345;-3,998961;2379,712891;1;-76,590858;-4,084918;2434,445557;1
3,483000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,278175;-33,467014;2436,105469;1;-63,003033;-22,271980;2433,290039;1;-97,443779;-4,115969;2436,130615;1;-89,255478;-4,195361;2493,532959;1;-84,874451;-4,006546;2379,721680;1;-76,591164;-4,081540;2434,466553;1
3,517000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,281609;-33,473637;2436,113770;1;-63,004036;-22,266903;2433,294922;1;-97,440132;-4,112271;2436,121338;1;-89,252808;-4,197649;2493,516113;1;-84,871361;-4,004014;2379,714600;1;-76,589058;-4,084880;2434,452637;1
3,552000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-98,272728;-33,469200;2436,083008;1;-63,000175;-22,267992;2433,335693;1;-89,251060;-4,190541;2493,532959;1;-97,442291;-4,105114;2436,110596;1;-76,583115;-4,083087;2434,449219;1;-84,869392;-4,002056;2379,686035;1
